交易日期,種類代碼,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
115.06.15,N04,rest,休市,104,台北二,0.0,0.0,0.0,0.0,0.0
115.06.15,N06,rest,休市,104,台北二,0.0,0.0,0.0,0.0,0.0
115.06.15,N06,FA810,康乃馨-多朵紅,105,台北市場,20.0,20.0,20.0,20.0,22.0
115.06.15,N06,FA840,康乃馨-多朵粉,105,台北市場,50.0,47.0,45.0,47.5,68.0
115.06.15,N06,FA872,康乃馨-史波特,105,台北市場,36.0,36.0,36.0,36.0,36.0
115.06.15,N06,FA985,繡球撫子-綠石竹,105,台北市場,175.0,175.0,175.0,175.0,10.0
115.06.15,N06,FB000,火鶴花,105,台北市場,18.0,11.0,9.0,12.0,710.0
115.06.15,N06,FB105,火鶴花-紅綠邊,105,台北市場,8.0,7.0,7.0,7.3,90.0
115.06.15,N06,FB106,火鶴花-丘比特,105,台北市場,17.0,10.0,6.0,10.8,3108.0
115.06.15,N06,FB108,火鶴花-千里達,105,台北市場,8.0,7.0,5.0,6.8,275.0
115.06.15,N06,FB111,火鶴花-月光,105,台北市場,8.0,8.0,7.0,7.7,970.0
115.06.15,N06,FB113,火鶴花-紅鈴,105,台北市場,15.0,9.0,6.0,9.6,2719.0
115.06.15,N06,FB302,火鶴花-黃瑪莉,105,台北市場,13.0,11.0,9.0,11.2,2085.0
115.06.15,N06,FB401,火鶴花-夏粉,105,台北市場,7.0,6.0,5.0,5.7,310.0
115.06.15,N06,FB405,火鶴花-粉綠邊,105,台北市場,31.0,24.0,16.0,24.1,1135.0
115.06.15,N06,FB407,火鶴花-夢幻,105,台北市場,12.0,9.0,7.0,9.5,255.0
115.06.15,N06,FB415,火鶴花-羅莎,105,台北市場,15.0,11.0,7.0,10.9,4028.0
115.06.15,N06,FB419,火鶴花-太極,105,台北市場,18.0,11.0,7.0,11.5,943.0
115.06.15,N06,FB420,火鶴花-小紅莓,105,台北市場,18.0,16.0,14.0,15.9,151.0
115.06.15,N06,FB426,火鶴花-粉蕾絲,105,台北市場,10.0,9.0,8.0,9.0,570.0
115.06.15,N06,FB500,火鶴花-翠綠,105,台北市場,26.0,19.0,14.0,19.7,2948.0
115.06.15,N06,FB501,火鶴花-蘋果綠,105,台北市場,15.0,15.0,15.0,15.0,25.0
115.06.15,N06,FB502,火鶴花-綠紅心,105,台北市場,12.0,10.0,7.0,10.0,440.0
115.06.15,N06,FB505,火鶴花-香檳,105,台北市場,9.0,6.0,5.0,6.5,158.0
115.06.15,N06,FB507,火鶴花-綠精靈,105,台北市場,23.0,22.0,21.0,21.8,112.0
115.06.15,N06,FB600,火鶴花-白色,105,台北市場,18.0,15.0,12.0,14.7,100.0
115.06.15,N06,FB601,火鶴花-白青心,105,台北市場,12.0,11.0,8.0,10.4,235.0
115.06.15,N06,FB607,火鶴花-月亮女神,105,台北市場,8.0,8.0,8.0,8.0,180.0
115.06.15,N06,FB700,火鶴花-紫色,105,台北市場,17.0,13.0,8.0,12.5,970.0
115.06.15,N06,FB801,火鶴花-咖啡條紋,105,台北市場,24.0,21.0,14.0,20.0,190.0
115.06.15,N06,FB802,火鶴花-大地,105,台北市場,25.0,18.0,13.0,18.6,460.0
115.06.15,N06,FB805,火鶴花-黑珍珠,105,台北市場,14.0,8.0,7.0,9.1,220.0
115.06.15,N06,FC300,大菊-黃,105,台北市場,52.0,50.0,50.0,50.5,101.0
115.06.15,N06,FC316,大菊-黃精競,105,台北市場,98.0,87.0,61.0,83.7,739.0
115.06.15,N06,FC601,大菊-日本白,105,台北市場,405.0,405.0,405.0,405.0,24.0
115.06.15,N06,FC613,大菊-白天星,105,台北市場,138.0,115.0,60.0,108.2,1599.0
115.06.15,N06,FC800,大菊-染色大菊,105,台北市場,141.0,129.0,110.0,127.7,240.0
115.06.15,N06,FC804,染大菊-白天星,105,台北市場,159.0,134.0,106.0,133.4,928.0
115.06.15,N06,FD000,小菊,105,台北市場,92.0,84.0,40.0,77.1,83.0
115.06.15,N06,FD131,小菊-小紅娘,105,台北市場,95.0,68.0,48.0,69.6,939.0
115.06.15,N06,FD138,小菊-卡洛琳,105,台北市場,100.0,100.0,100.0,100.0,13.0
115.06.15,N06,FD200,小菊-金,105,台北市場,71.0,66.0,47.0,62.8,669.0
115.06.15,N06,FD300,小菊-黃,105,台北市場,116.0,97.0,65.0,94.2,653.0
115.06.15,N06,FD308,小菊-黃丁字菊,105,台北市場,112.0,112.0,112.0,112.0,54.0
115.06.15,N06,FD309,小菊-日本黃,105,台北市場,65.0,62.0,29.0,55.7,194.0
115.06.15,N06,FD422,小菊-吉祥小粉,105,台北市場,149.0,138.0,83.0,129.2,371.0
115.06.15,N06,FD456,小菊-卡洛粉,105,台北市場,127.0,109.0,90.0,108.6,513.0
115.06.15,N06,FD600,小菊-白,105,台北市場,0.0,0.0,0.0,0.0,0.0
115.06.15,N06,FD614,小菊-法國小菊白,105,台北市場,95.0,93.0,90.0,93.0,100.0
115.06.15,N06,FD625,小菊-白瑪格麗特,105,台北市場,85.0,85.0,85.0,85.0,20.0
115.06.15,N06,FD645,小菊-白斯不列,105,台北市場,218.0,182.0,91.0,171.1,1097.0
115.06.15,N06,FD801,染小菊-芬蘭,105,台北市場,150.0,134.0,82.0,126.9,292.0
115.06.15,N06,FE000,非洲菊,105,台北市場,108.0,91.0,90.0,94.4,107.0
115.06.15,N06,FE001,非洲菊-混合色,105,台北市場,135.0,95.0,61.0,96.1,497.0
115.06.15,N06,FE100,非洲菊-紅,105,台北市場,101.0,65.0,23.0,63.7,90.0
115.06.15,N06,FE110,非洲菊-卡布,105,台北市場,61.0,43.0,33.0,44.7,250.0
115.06.15,N06,FE200,非洲菊-橙,105,台北市場,115.0,115.0,115.0,115.0,13.0
115.06.15,N06,FE201,非洲菊-太陽神,105,台北市場,91.0,65.0,63.0,69.7,79.0
115.06.15,N06,FE205,非洲菊-哈利熊,105,台北市場,80.0,74.0,72.0,75.0,90.0
115.06.15,N06,FE300,非洲菊-黃,105,台北市場,105.0,105.0,105.0,105.0,20.0
115.06.15,N06,FE302,非洲菊-金爵,105,台北市場,102.0,99.0,97.0,99.4,117.0
115.06.15,N06,FE409,非洲菊-粉紅魅力,105,台北市場,85.0,80.0,72.0,79.5,80.0
115.06.15,N06,FE416,非洲菊-熱情粉,105,台北市場,135.0,95.0,61.0,96.1,865.0
115.06.15,N06,FE600,非洲菊-白,105,台北市場,55.0,38.0,26.0,39.2,388.0
115.06.15,N06,FE704,非洲菊-女王,105,台北市場,80.0,80.0,80.0,80.0,30.0
115.06.15,,FE800,,105,台北市場,161.0,98.0,73.0,105.4,591.0
115.06.15,N06,FE900,非洲菊-迷你混色,105,台北市場,155.0,129.0,103.0,129.0,924.0
115.06.15,N06,FE910,非洲菊-迷你紅,105,台北市場,130.0,130.0,130.0,130.0,11.0
115.06.15,N06,FE920,非洲菊-迷你橙,105,台北市場,83.0,83.0,83.0,83.0,20.0
115.06.15,N06,FE940,非洲菊-迷你粉,105,台北市場,115.0,103.0,72.0,99.0,136.0
115.06.15,N06,FE960,非洲菊-迷你白,105,台北市場,140.0,121.0,73.0,115.1,142.0
115.06.15,N06,FG101,劍蘭-４號,105,台北市場,56.0,56.0,56.0,56.0,54.0
115.06.15,N06,FG105,劍蘭-２３５號,105,台北市場,47.0,46.0,41.0,45.0,96.0
115.06.15,N06,FG113,劍蘭-新種紅,105,台北市場,71.0,69.0,51.0,65.3,107.0
115.06.15,N06,FG121,劍蘭-２６５號,105,台北市場,112.0,103.0,86.0,101.6,178.0
115.06.15,N06,FG406,劍蘭-青殼粉,105,台北市場,87.0,78.0,45.0,73.2,121.0
115.06.15,N06,FH000,其它花卉,105,台北市場,148.0,56.0,29.0,69.0,1326.0
115.06.15,N06,FH003,柔麗絲,105,台北市場,78.0,78.0,78.0,78.0,24.0
115.06.15,N06,FH004,八卦草(黃河),105,台北市場,57.0,57.0,57.0,57.0,30.0
115.06.15,N06,FH005,金鎚花,105,台北市場,52.0,52.0,52.0,52.0,37.0
115.06.15,N06,FH006,黃梔花,105,台北市場,58.0,30.0,23.0,34.4,1615.0
115.06.15,N06,FH007,松蟲草,105,台北市場,155.0,155.0,155.0,155.0,34.0
115.06.15,N06,FH008,洋甘菊,105,台北市場,160.0,146.0,90.0,137.5,212.0
115.06.15,N06,FH009,萬壽菊,105,台北市場,178.0,117.0,65.0,118.7,101.0
115.06.15,N06,FH050,水仙百合-混色,105,台北市場,210.0,179.0,155.0,179.4,27.0
115.06.15,N06,FH052,水仙百合-橙,105,台北市場,230.0,190.0,160.0,191.8,44.0
115.06.15,N06,FH053,水仙百合-黃,105,台北市場,210.0,210.0,210.0,210.0,12.0
115.06.15,N06,FH054,水仙百合-粉,105,台北市場,255.0,246.0,220.0,241.9,32.0
115.06.15,N06,FH057,水仙百合-紫,105,台北市場,270.0,254.0,240.0,253.6,22.0
115.06.15,N06,FH101,天堂鳥,105,台北市場,150.0,150.0,150.0,150.0,40.0
115.06.15,N06,FH112,小天堂鳥-桔帶紅,105,台北市場,50.0,40.0,25.0,39.3,150.0
115.06.15,N06,FH114,小天堂鳥-粉紅,105,台北市場,85.0,72.0,49.0,70.2,85.0
115.06.15,N06,FH137,觀音蓮,105,台北市場,38.0,38.0,38.0,38.0,62.0
115.06.15,N06,FH139,石玫瑰,105,台北市場,54.0,52.0,50.0,52.0,100.0
115.06.15,N06,FH140,薑荷花,105,台北市場,80.0,79.0,78.0,79.2,60.0
115.06.15,N06,FH158,紅薑花,105,台北市場,122.0,80.0,47.0,81.8,353.0
115.06.15,N06,FH210,夕霧草,105,台北市場,102.0,92.0,85.0,92.4,37.0
115.06.15,N06,FH231,夜來香-單瓣,105,台北市場,100.0,100.0,100.0,100.0,24.0
115.06.15,N06,FH232,夜來香-重瓣,105,台北市場,100.0,84.0,55.0,81.6,90.0
115.06.15,N06,FH251,秀線,105,台北市場,72.0,58.0,35.0,56.3,265.0
115.06.15,N06,FH270,千日紅,105,台北市場,88.0,72.0,40.0,69.0,130.0
115.06.15,N06,FH293,向日葵-單瓣,105,台北市場,238.0,167.0,93.0,166.3,1081.0
115.06.15,N06,FH294,向日葵-重瓣,105,台北市場,283.0,185.0,125.0,192.4,139.0
115.06.15,N06,FH301,波斯菊,105,台北市場,150.0,57.0,50.0,74.1,35.0
115.06.15,N06,FH306,白日草,105,台北市場,74.0,58.0,52.0,59.6,40.0
115.06.15,N06,FH312,大理花-橘色,105,台北市場,65.0,59.0,50.0,58.6,14.0
115.06.15,N06,FH314,大理花-粉色,105,台北市場,92.0,84.0,75.0,83.5,14.0
115.06.15,N06,FH316,大理花-白色,105,台北市場,78.0,78.0,78.0,78.0,12.0
115.06.15,N06,FH330,雞冠花,105,台北市場,128.0,128.0,128.0,128.0,24.0
115.06.15,N06,FH331,雞冠花-清紅,105,台北市場,130.0,98.0,90.0,102.4,56.0
115.06.15,N06,FH358,珊瑚鳳梨,105,台北市場,27.0,22.0,19.0,22.2,600.0
115.06.15,N06,FH364,金魚草-粉色,105,台北市場,34.0,34.0,34.0,34.0,54.0
115.06.15,N06,FH366,金魚草-白色,105,台北市場,135.0,112.0,85.0,111.3,40.0
115.06.15,N06,FH368,金魚草-雙色,105,台北市場,125.0,125.0,125.0,125.0,9.0
115.06.15,N06,FH376,小飛燕草,105,台北市場,168.0,159.0,114.0,151.5,236.0
115.06.15,N06,FH381,麒麟草,105,台北市場,101.0,73.0,58.0,75.6,1024.0
115.06.15,N06,FH460,繡球花,105,台北市場,113.0,67.0,28.0,68.1,344.0
115.06.15,N06,FH464,繡球花-粉,105,台北市場,93.0,87.0,80.0,86.8,312.0
115.06.15,N06,FH465,繡球花-綠色,105,台北市場,98.0,97.0,95.0,97.0,60.0
115.06.15,N06,FH466,繡球花-白,105,台北市場,69.0,58.0,42.0,56.7,192.0
115.06.15,N06,FH522,迥香-白,105,台北市場,192.0,149.0,107.0,149.3,70.0
115.06.15,N06,FH633,海芋-黃,105,台北市場,160.0,131.0,86.0,127.6,82.0
115.06.15,N06,FH660,天鵝絨,105,台北市場,110.0,110.0,110.0,110.0,8.0
115.06.15,N06,FH661,伯利恆之星,105,台北市場,258.0,238.0,205.0,235.2,57.0
115.06.15,N06,FH670,茉莉花,105,台北市場,19.0,17.0,16.0,17.5,780.0
115.06.15,N06,FH710,深山櫻,105,台北市場,107.0,100.0,64.0,94.4,574.0
115.06.15,N06,FH750,百子蓮(愛情花),105,台北市場,65.0,61.0,42.0,58.1,391.0
115.06.15,N06,FH795,藍星花-藍色,105,台北市場,700.0,700.0,700.0,700.0,14.0
115.06.15,N06,FH900,紫嬌花,105,台北市場,53.0,52.0,52.0,52.5,51.0
115.06.15,N06,FL123,LA百合-橙三朵,105,台北市場,145.0,145.0,145.0,145.0,18.0
115.06.15,N06,FL129,LA百合-橙多朵,105,台北市場,158.0,156.0,152.0,155.3,96.0
115.06.15,N06,FM042,重瓣百合-粉雙朵,105,台北市場,300.0,300.0,300.0,300.0,36.0
115.06.15,N06,FM043,重瓣百合-粉三朵,105,台北市場,304.0,304.0,304.0,304.0,28.0
115.06.15,N06,FM049,重瓣百合-粉多朵,105,台北市場,311.0,311.0,311.0,311.0,36.0
115.06.15,N06,FM119,重瓣百合-達琳達多朵,105,台北市場,351.0,351.0,351.0,351.0,64.0
115.06.15,N06,FM183,重瓣百合-安諾斯卡三朵,105,台北市場,490.0,490.0,490.0,490.0,10.0
115.06.15,N06,FM189,重瓣百合-安諾斯卡多朵,105,台北市場,485.0,485.0,485.0,485.0,8.0
115.06.15,N06,FM213,重瓣百合-艾蓮娜三朵,105,台北市場,240.0,206.0,177.0,205.6,22.0
115.06.15,N06,FM219,重瓣百合-艾蓮娜多朵,105,台北市場,209.0,168.0,168.0,176.2,59.0
115.06.15,N06,FM289,重瓣百合-莎曼莎多朵,105,台北市場,371.0,371.0,371.0,371.0,8.0
115.06.15,N06,FO000,蘭花,105,台北市場,328.0,204.0,137.0,215.8,215.0
115.06.15,N06,FO002,腎藥蘭,105,台北市場,250.0,250.0,250.0,250.0,7.0
115.06.15,N06,FO003,腎藥蘭-曼谷火焰,105,台北市場,370.0,279.0,200.0,281.5,114.0
115.06.15,N06,FO006,腎藥蘭-深紅色,105,台北市場,250.0,234.0,220.0,233.6,22.0
115.06.15,N06,FO007,千代蘭,105,台北市場,219.0,143.0,77.0,144.7,456.0
115.06.15,N06,FO009,萬代蘭,105,台北市場,230.0,163.0,99.0,163.5,194.0
115.06.15,N06,FO013,黃后蘭,105,台北市場,50.0,50.0,50.0,50.0,70.0
115.06.15,N06,FO014,樹蘭,105,台北市場,41.0,35.0,34.0,36.2,150.0
115.06.15,N06,FO020,萬代蘭-巨輪混色,105,台北市場,60.0,45.0,41.0,47.3,81.0
115.06.15,N06,FO024,萬代蘭-巨輪粉,105,台北市場,95.0,95.0,95.0,95.0,24.0
115.06.15,N06,FO027,萬代蘭-巨輪紫,105,台北市場,98.0,72.0,56.0,73.9,321.0
115.06.15,N06,FO331,大文心蘭,105,台北市場,120.0,98.0,87.0,100.2,15.0
115.06.15,N06,FO335,檸檬綠文心蘭,105,台北市場,218.0,156.0,86.0,154.5,1232.0
115.06.15,N06,FO336,文心蘭-太陽之子,105,台北市場,180.0,180.0,170.0,178.2,51.0
115.06.15,N06,FO340,文心蘭-愛琳娜,105,台北市場,360.0,296.0,143.0,280.1,73.0
115.06.15,N06,FO341,文心蘭-月光旋律,105,台北市場,220.0,220.0,220.0,220.0,21.0
115.06.15,N06,FO343,文心蘭-舞王,105,台北市場,200.0,175.0,170.0,179.0,20.0
115.06.15,N06,FO362,文心蘭-夏雪,105,台北市場,260.0,260.0,260.0,260.0,22.0
115.06.15,N06,FO600,蝴蝶蘭-混色,105,台北市場,60.0,60.0,60.0,60.0,24.0
115.06.15,N06,FO610,蝴蝶蘭-紅色,105,台北市場,50.0,45.0,40.0,45.1,39.0
115.06.15,N06,FO630,蝴蝶蘭-黃色,105,台北市場,70.0,67.0,65.0,67.5,59.0
115.06.15,N06,FO640,蝴蝶蘭-粉色,105,台北市場,36.0,31.0,31.0,32.2,156.0
115.06.15,N06,FO663,蝴蝶蘭-白黃心,105,台北市場,78.0,41.0,24.0,45.1,535.0
115.06.15,N06,FR000,玫瑰,105,台北市場,549.0,360.0,140.0,353.9,131.0
115.06.15,N06,FR001,玫瑰-混合色,105,台北市場,100.0,87.0,70.0,85.0,12.0
115.06.15,N06,FR100,玫瑰-紅,105,台北市場,167.0,100.0,75.0,108.2,151.0
115.06.15,N06,FR111,玫瑰-新櫻紅,105,台北市場,138.0,117.0,99.0,117.5,57.0
115.06.15,N06,FR112,玫瑰-紅衣武士,105,台北市場,131.0,112.0,98.0,112.8,19.0
115.06.15,N06,FR116,玫瑰-翡翠紅,105,台北市場,410.0,237.0,95.0,243.3,361.0
115.06.15,N06,FR117,玫瑰-萬年紅,105,台北市場,121.0,72.0,36.0,74.6,492.0
115.06.15,N06,FR120,玫瑰-埔里之星,105,台北市場,160.0,134.0,83.0,128.8,66.0
115.06.15,N06,FR122,玫瑰-卡門,105,台北市場,160.0,127.0,78.0,123.7,69.0
115.06.15,N06,FR200,玫瑰-橙,105,台北市場,238.0,205.0,131.0,196.6,54.0
115.06.15,N06,FR208,玫瑰-香吉士,105,台北市場,437.0,271.0,120.0,276.7,58.0
115.06.15,N06,FR210,玫瑰-牡丹桔,105,台北市場,590.0,501.0,364.0,491.2,34.0
115.06.15,N06,FR211,玫瑰-馬卡龍,105,台北市場,340.0,282.0,140.0,266.0,31.0
115.06.15,N06,FR300,玫瑰-黃,105,台北市場,434.0,253.0,199.0,279.5,118.0
115.06.15,N06,FR400,玫瑰-粉,105,台北市場,355.0,243.0,109.0,238.6,194.0
115.06.15,N06,FR408,玫瑰-黛安娜粉,105,台北市場,188.0,143.0,95.0,142.2,104.0
115.06.15,N06,FR417,玫瑰-甜心,105,台北市場,290.0,290.0,290.0,290.0,6.0
115.06.15,N06,FR434,玫瑰-卡蜜拉,105,台北市場,187.0,135.0,92.0,135.7,47.0
115.06.15,N06,FR436,玫瑰-翡翠粉,105,台北市場,451.0,179.0,84.0,214.2,264.0
115.06.15,N06,FR438,玫瑰-維納斯,105,台北市場,470.0,410.0,327.0,405.3,60.0
115.06.15,N06,FR439,玫瑰-翡翠香檳,105,台北市場,645.0,441.0,236.0,441.1,129.0
115.06.15,N06,FR452,玫瑰-珍愛你,105,台北市場,270.0,161.0,143.0,181.2,28.0
115.06.15,N06,FR457,玫瑰-寶貝粉,105,台北市場,444.0,304.0,148.0,300.8,56.0
115.06.15,N06,FR461,玫瑰-新娘粉,105,台北市場,506.0,470.0,380.0,453.5,12.0
115.06.15,N06,FR500,玫瑰-綠,105,台北市場,450.0,450.0,450.0,450.0,10.0
115.06.15,N06,FR600,玫瑰-白,105,台北市場,289.0,218.0,100.0,208.3,75.0
115.06.15,N06,FR607,玫瑰-翡翠白,105,台北市場,379.0,271.0,98.0,257.5,407.0
115.06.15,N06,FR700,玫瑰-紫,105,台北市場,420.0,358.0,190.0,338.4,78.0
115.06.15,N06,FR705,玫瑰-紫天王,105,台北市場,181.0,138.0,110.0,141.1,229.0
115.06.15,N06,FR711,玫瑰-天堂紫,105,台北市場,211.0,184.0,84.0,168.4,67.0
115.06.15,N06,FR712,玫瑰-拿鐵,105,台北市場,150.0,139.0,130.0,139.1,11.0
115.06.15,N06,FR713,玫瑰-蒙馬特,105,台北市場,328.0,227.0,140.0,230.0,76.0
115.06.15,N06,FR715,玫瑰-紫霧,105,台北市場,299.0,250.0,193.0,248.6,45.0
115.06.15,N06,FR814,玫瑰-山中傳奇,105,台北市場,400.0,400.0,400.0,400.0,5.0
115.06.15,N06,FR816,玫瑰-愛麗絲,105,台北市場,460.0,353.0,280.0,363.5,23.0
115.06.15,N06,FR818,玫瑰-潘朵拉,105,台北市場,400.0,370.0,350.0,375.0,8.0
115.06.15,N06,FR900,玫瑰-多朵混合,105,台北市場,680.0,680.0,680.0,680.0,3.0
115.06.15,N06,FR930,玫瑰-多朵黃,105,台北市場,346.0,238.0,160.0,243.9,41.0
115.06.15,N06,FR931,玫瑰-泡泡金(金黃),105,台北市場,1000.0,1000.0,1000.0,1000.0,2.0
115.06.15,N06,FR934,玫瑰-卡特琳娜,105,台北市場,1200.0,1200.0,1200.0,1200.0,2.0
115.06.15,N06,FR940,玫瑰-多朵粉,105,台北市場,280.0,235.0,214.0,239.5,150.0
115.06.15,N06,FR942,玫瑰-心動雙粉,105,台北市場,450.0,450.0,450.0,450.0,3.0
115.06.15,N06,FR943,玫瑰-第一名粉,105,台北市場,550.0,540.0,520.0,538.0,10.0
115.06.15,N06,FR972,玫瑰-心動小紫,105,台北市場,750.0,750.0,750.0,750.0,8.0
115.06.15,N06,FR980,玫瑰-多朵雙色,105,台北市場,321.0,228.0,125.0,227.5,68.0
115.06.15,N06,FS010,香水百合-紅,105,台北市場,298.0,298.0,298.0,298.0,8.0
115.06.15,N06,FS012,香水百合-紅雙朵,105,台北市場,230.0,230.0,230.0,230.0,11.0
115.06.15,N06,FS013,香水百合-紅三朵,105,台北市場,244.0,244.0,243.0,243.7,30.0
115.06.15,N06,FS470,水晶香水,105,台北市場,330.0,330.0,300.0,328.0,15.0
115.06.15,N06,FS471,水晶香水-單朵,105,台北市場,200.0,200.0,200.0,200.0,20.0
115.06.15,N06,FS472,水晶香水-雙朵,105,台北市場,400.0,400.0,393.0,398.7,90.0
115.06.15,N06,FS473,水晶香水-三朵,105,台北市場,456.0,440.0,400.0,438.9,159.0
115.06.15,N06,FS479,水晶香水-多朵,105,台北市場,425.0,415.0,404.0,414.6,610.0
115.06.15,N06,FS630,OT曼尼薩,105,台北市場,424.0,424.0,424.0,424.0,10.0
115.06.15,N06,FS631,OT曼尼薩-單朵,105,台北市場,120.0,107.0,100.0,108.0,64.0
115.06.15,N06,FS632,OT曼尼薩-雙朵,105,台北市場,210.0,205.0,185.0,202.3,424.0
115.06.15,N06,FS633,OT曼尼薩-三朵,105,台北市場,429.0,392.0,360.0,392.9,143.0
115.06.15,N06,FS639,OT曼尼薩-多朵,105,台北市場,460.0,459.0,452.0,457.7,56.0
115.06.15,N06,FS772,OT百合-節奏舞者二朵,105,台北市場,230.0,228.0,220.0,226.9,53.0
115.06.15,N06,FS773,OT百合-節奏舞者三朵,105,台北市場,290.0,277.0,267.0,277.8,92.0
115.06.15,N06,FS779,OT百合-節奏舞者多朵,105,台北市場,302.0,291.0,273.0,289.3,132.0
115.06.15,N06,FS782,OT百合-貝維爾雙朵,105,台北市場,183.0,177.0,170.0,176.5,30.0
115.06.15,N06,FS783,OT百合-貝維爾三朵,105,台北市場,230.0,221.0,220.0,222.9,240.0
115.06.15,N06,FS789,OT百合-貝維爾多朵,105,台北市場,259.0,256.0,248.0,255.0,150.0
115.06.15,N06,FS853,OT瑪丹娜-三朵,105,台北市場,226.0,223.0,186.0,215.8,120.0
115.06.15,N06,FS859,OT瑪丹娜-多朵,105,台北市場,245.0,243.0,238.0,242.1,198.0
115.06.15,N06,FS870,OT大連,105,台北市場,225.0,198.0,174.0,198.4,55.0
115.06.15,N06,FS871,OT大連-單朵,105,台北市場,105.0,101.0,75.0,96.4,56.0
115.06.15,N06,FS872,OT大連-雙朵,105,台北市場,216.0,179.0,135.0,177.6,385.0
115.06.15,N06,FS873,OT大連-三朵,105,台北市場,278.0,236.0,197.0,236.8,687.0
115.06.15,N06,FS879,OT大連-多朵,105,台北市場,295.0,239.0,211.0,244.5,839.0
115.06.15,N06,FS890,OT帕雷諾,105,台北市場,236.0,236.0,236.0,236.0,7.0
115.06.15,N06,FS892,OT帕雷諾-雙朵,105,台北市場,149.0,109.0,105.0,116.5,134.0
115.06.15,N06,FS893,OT帕雷諾-三朵,105,台北市場,214.0,145.0,123.0,153.8,117.0
115.06.15,N06,FS899,OT帕雷諾-多朵,105,台北市場,241.0,228.0,135.0,210.7,42.0
